,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
262,Owner,0,1,2,BHK,945.18,1,1,"Giduri,Satna",80.79,24.59,30.0
263,Dealer,0,1,2,BHK,1089.03,1,1,"Laxmi Nagar,Maharashtra",73.91,20.08,160.0
264,Dealer,0,1,2,BHK,942.15,1,1,"Mysore Road,Bangalore",77.6,12.97,50.0
265,Dealer,0,0,2,BHK,1370.0,1,1,"Nirman Nagar,Jaipur",79.3,19.98,82.2
266,Owner,0,0,2,BHK,1265.11,1,1,"Andalpuram,Madurai",78.1,9.91,90.0
267,Dealer,0,0,3,BHK,1394.31,1,1,"Dhokali,Lalitpur",78.42,24.69,100.0
268,Dealer,1,0,2,BHK,800.0,0,1,"Chandapura,Bangalore",77.71,12.8,27.0
269,Dealer,1,1,3,BHK,1505.14,0,1,"Zirakpur,Chandigarh",76.82,30.66,62.9
270,Owner,0,0,3,BHK,1067.27,1,1,"Shiv Mandir,Siliguri",71.39,25.23,33.0
271,Owner,0,0,3,BHK,1400.06,1,1,"Kathreguppe,Bangalore",77.77,12.91,94.0
272,Dealer,0,0,1,BHK,728.95,1,1,"Pratap Nagar,Jaipur",75.84,26.81,27.7
273,Dealer,0,1,3,BHK,1293.1,1,0,"Raj Nagar Extension,Ghaziabad",75.78,26.9,37.5
274,Dealer,0,1,2,BHK,1431.07,1,1,"Sector-66A Mohali,Mohali",76.75,30.66,65.5
275,Owner,0,0,3,BHK,1350.06,1,1,"BTM 1st Stage,Bangalore",77.6,12.97,85.0
276,Owner,0,0,1,BHK,750.16,1,1,"Pal Gam,Surat",72.84,21.19,23.0
277,Dealer,0,1,3,BHK,1170.07,1,1,"Ghodbunder Road,Lalitpur",78.42,24.69,99.0
278,Owner,0,0,2,BHK,1121.08,1,1,"Dixit Nagar,Lalitpur",78.42,24.69,45.0
279,Dealer,0,0,4,BHK,1904.76,1,1,"Sector-44 Chandigarh,Chandigarh",76.75,30.71,100.0
280,Dealer,0,0,2,BHK,950.03,1,1,"Malad (East),Maharashtra",72.86,19.18,150.0
281,Owner,0,0,2,BHK,969.93,1,1,"Mylasandra,Bangalore",77.62,12.85,40.0
282,Dealer,0,0,1,BHK,636.01,1,1,"Sector 35I Kharghar,Mumbai",73.07,19.04,52.0
283,Owner,0,0,1,BHK,700.03,1,1,"Wagholi,Pune",73.98,18.58,27.0
284,Dealer,0,0,3,BHK,1859.64,1,1,"Majiwada,Lalitpur",72.99,19.22,230.0
285,Owner,0,0,3,BHK,1700.19,1,1,"ISBT Tutikandi,Shimla",77.15,31.1,82.0
286,Dealer,0,0,3,BHK,1847.19,1,0,"Sector-86 Gurgaon,Gurgaon",76.95,28.4,110.0
287,Dealer,0,1,1,BHK,509.55,1,0,"Panvel,Maharashtra",73.15,18.97,40.0
288,Dealer,0,0,3,BHK,1427.42,1,1,"Prince Anwar Shah Rd.,Kolkata",88.37,22.57,160.0
289,Owner,0,0,2,BHK,715.05,1,1,"Jaisinghpura,Jaipur",75.52,26.53,20.0
290,Owner,0,0,3,BHK,1393.21,1,1,"Nehru Nagar,Bangalore",72.88,19.06,85.0
291,Owner,0,0,2,BHK,900.32,1,1,"Sector-127 Mohali,Mohali",76.65,30.77,22.4
292,Dealer,0,0,2,BHK,1000.0,1,1,"Thane West,Mumbai",72.96,19.18,120.0
293,Owner,0,0,2,BHK,800.0,1,1,"City Center,Gwalior",78.19,26.21,35.0
294,Dealer,1,0,1,BHK,445.03,0,1,"Kasar vadavali,Maharashtra",72.9,20.08,54.0
295,Owner,0,0,2,BHK,1125.18,1,1,"Bandepalya,Bangalore",77.6,12.97,56.0
296,Dealer,0,0,2,BHK,1015.11,1,1,"Mira Road,Maharashtra",72.86,19.28,90.0
297,Owner,0,1,2,BHK,1200.42,1,1,"Katara Hills,Bhopal",77.5,23.19,23.0
298,Dealer,0,1,1,BHK,1060.15,1,1,"Devanahalli,Bangalore",77.7,13.23,49.0
299,Owner,0,0,3,BHK,1654.85,1,1,"Kakkanad,Kochi",76.27,9.93,70.0
300,Dealer,0,0,3,BHK,1175.12,1,1,"Rajarhat,Kolkata",88.34,22.54,41.0
301,Owner,0,0,1,BHK,412.02,1,1,"Khodiyar Nagar,Vapi",72.93,20.38,8.5
302,Dealer,0,0,3,BHK,1877.44,1,1,"Sama Savli Road,Vadodara",73.2,22.34,53.0
303,Owner,0,0,2,BHK,910.05,1,1,"Vimal Nagar,Rajkot",70.75,22.28,43.0
304,Builder,1,1,2,BHK,1080.0,0,0,"KR Puram,Bangalore",77.71,13.01,32.4
305,Dealer,0,1,3,BHK,1902.84,1,1,"Binny Pete,Bangalore",77.6,12.97,170.0
306,Owner,0,0,1,BHK,850.46,1,1,"Bicholi Mardana,Indore",75.82,22.18,12.0
307,Dealer,1,1,2,BHK,1051.22,0,1,"Thane West,Lalitpur",72.96,19.18,110.0
308,Dealer,0,1,2,BHK,945.06,1,1,"Ghodbunder Road,Lalitpur",78.42,24.69,91.0
309,Owner,1,0,2,BHK,570.1,0,1,"Ashoka Garden,Bhopal",77.43,23.26,22.0
310,Dealer,0,0,2,BHK,1050.07,1,1,"Sector 19 Ulwe,Maharashtra",73.08,19.05,82.0
311,Dealer,0,1,2,BHK,1785.06,1,1,"Andheri (East),Mumbai",72.87,19.11,390.0
312,Owner,0,0,2,BHK,800.0,1,1,"Garia,Kolkata",88.47,22.4,35.0
313,Owner,0,0,2,BHK,750.06,1,1,"Kengeri,Bangalore",77.49,12.92,34.0
314,Dealer,0,0,2,BHK,1129.91,1,1,"Sector-16 Ulwe,Lalitpur",77.32,28.41,91.5
315,Dealer,0,0,2,BHK,896.68,1,1,"Zirakpur,Chandigarh",76.82,30.66,28.9
316,Owner,0,0,2,BHK,900.12,1,1,"Udaya Nagar,Bangalore",77.34,16.2,31.0
317,Owner,0,0,3,BHK,1870.32,1,1,"Kundli,Sonipat",77.11,28.87,75.0
318,Owner,0,0,2,BHK,1288.1,1,1,"Hennur Road,Bangalore",77.65,13.03,78.6
319,Dealer,1,1,4,BHK,2461.54,0,1,"Vaishali Nagar,Jaipur",75.75,26.92,160.0
320,Dealer,0,0,2,BHK,1066.41,1,1,"Bhayli,Vadodara",73.13,22.29,22.0
321,Dealer,1,1,2,BHK,816.85,0,0,"Worli,Lalitpur",72.82,19.02,370.0
322,Dealer,0,0,2,BHK,1261.63,1,1,"Kundli,Sonipat",77.11,28.87,31.2
323,Owner,0,0,2,BHK,1160.09,1,1,"Kodigehalli,Bangalore",77.57,13.06,45.0
324,Dealer,1,1,2,BHK,828.71,0,1,"Kurar Village,Lalitpur",77.59,12.92,100.0
325,Owner,0,1,3,BHK,2015.02,1,1,"KR Puram,Bangalore",77.71,13.01,110.0
326,Dealer,0,0,2,BHK,790.03,1,1,"Phase 1 Kammasandra,Bangalore",77.74,12.86,26.0
327,Builder,0,0,3,BHK,1358.02,1,0,"Ekkaduthangal,Chennai",80.27,13.09,110.0
328,Owner,0,0,1,BHK,850.16,1,1,"Harinagar,Surat",72.6,21.8,24.0
329,Dealer,0,0,2,BHK,1115.08,1,1,"Sector 21 Ulwe,Mumbai",73.03,18.97,100.0
330,Dealer,0,0,1,BHK,406.31,1,1,"DN Nagar,Maharashtra",80.1,20.74,110.0
331,Dealer,0,0,2,BHK,1080.08,1,1,"Kasba,Kolkata",88.39,22.52,70.0
332,Dealer,0,0,3,BHK,1150.01,1,1,"Chembur,Maharashtra",72.9,19.06,250.0
333,Owner,0,1,3,BHK,2489.41,1,1,"Doddanekundi,Bangalore",77.7,12.98,94.0
334,Dealer,1,0,3,BHK,1894.18,0,1,"Naini,Allahabad",81.86,25.39,53.7
335,Dealer,0,1,2,BHK,1269.15,1,1,"Bicholi Hapsi,Indore",75.93,22.73,40.6
336,Builder,0,1,2,BHK,835.27,1,0,"Naya Raipur,Raipur",75.25,29.91,25.2
337,Owner,0,0,2,BHK,1185.15,1,1,"Rajarhat,Kolkata",88.34,22.54,90.0
338,Dealer,0,0,3,BHK,1289.87,1,1,"Devanahalli,Bangalore",77.7,13.23,74.0
339,Dealer,0,0,3,BHK,2100.0,1,1,"MG Road,Kochi",79.83,11.93,210.0
340,Builder,0,0,2,BHK,845.01,1,1,"Kundrathur,Chennai",80.1,13.0,38.0
341,Dealer,0,0,1,BHK,850.0,1,1,"ZAGADE WASTI,Pune",77.0,21.0,27.2
342,Dealer,1,1,2,BHK,923.01,0,1,"Ghodbunder Road,Lalitpur",78.42,24.69,85.0
343,Owner,0,0,3,BHK,1490.31,1,1,"Ramavarappadu,Vijayawada",80.67,16.53,60.0
344,Owner,0,0,3,BHK,1480.02,1,1,"Radha Vihar,Jaipur",85.86,26.22,60.0
345,Owner,0,0,3,BHK,1510.16,1,1,"Begur Road,Bangalore",77.63,12.87,110.0
346,Dealer,1,1,1,BHK,453.02,0,1,"Kolshet Road,Lalitpur",78.42,24.69,66.0
347,Dealer,0,0,2,BHK,999.61,1,0,"Dabhoi,Vadodara",73.42,22.13,25.5
348,Owner,0,0,2,BHK,1000.0,1,1,"Narendra Nagar,Nagpur",79.08,21.11,30.0
349,Owner,0,0,3,BHK,1350.14,1,1,"Electronics City Phase 1,Bangalore",77.66,12.84,60.0
350,Dealer,0,0,3,BHK,1231.58,1,1,"Kudlu,Bangalore",77.65,12.89,46.8
351,Dealer,1,1,2,BHK,829.89,0,0,"Mangadu,Chennai",80.11,13.03,36.1
352,Dealer,0,0,2,BHK,1069.78,1,1,"Crossing Republik,Ghaziabad",77.43,28.63,32.5
353,Dealer,0,0,1,BHK,610.03,1,1,"Bhandup (West),Maharashtra",72.93,19.15,96.0
354,Dealer,0,0,4,BHK,2030.21,1,1,"Sector-91 Mohali,Mohali",76.68,30.7,82.0
355,Dealer,0,0,2,BHK,978.74,1,1,"Sector 77 Faridabad,Faridabad",77.37,28.37,29.0
356,Dealer,1,1,3,BHK,1503.23,0,1,"Vaishali Nagar,Jaipur",75.75,26.92,46.6
357,Dealer,1,1,2,BHK,804.86,0,1,"Bannerghatta Road,Bangalore",77.58,12.81,45.0
358,Owner,0,0,3,BHK,1400.05,1,1,"Gopabandhu Nagar,Berhampur",85.81,20.28,54.0
359,Dealer,0,1,2,BHK,1251.09,1,1,"Sarthana Jakatnaka,Surat",72.92,21.24,43.0
360,Dealer,0,0,3,BHK,1850.42,1,1,"Alwar Bypass Road,Bhiwadi",76.86,28.21,48.0
361,Owner,0,0,2,BHK,711.09,1,1,"Anekal,Bangalore",77.71,12.73,27.0
362,Owner,0,0,1,BHK,540.05,1,1,"Shalimar Garden Extension I,Ghaziabad",77.34,28.69,24.0
363,Dealer,0,0,2,BHK,748.0,1,1,"Baguihati,Kolkata",88.43,22.62,18.7
364,Dealer,0,0,2,BHK,1166.04,1,1,"Yemlur,Bangalore",77.6,12.97,96.0
365,Dealer,0,0,2,BHK,943.06,1,1,"Powai,Mumbai",72.91,19.12,210.0
366,Dealer,0,0,3,BHK,1700.07,1,1,"Hazra Road,Kolkata",88.28,22.22,190.0
367,Dealer,0,0,4,BHK,2175.2,1,1,"Raj Nagar Extension,Ghaziabad",75.78,26.9,110.0
368,Owner,1,0,3,BHK,2181.82,0,1,"S T Bed colony koramangala,Bangalore",77.62,12.93,240.0
369,Owner,0,0,3,BHK,1700.07,1,1,"Sitapur National Highway,Lucknow",80.68,27.57,95.0
370,Owner,0,0,2,BHK,1080.25,1,1,"Satgaon,Guwahati",91.83,26.16,35.0
371,Owner,0,0,3,BHK,1276.13,1,1,"Hebbal,Bangalore",77.59,13.04,58.0
372,Dealer,0,1,2,BHK,988.04,1,1,"Powai,Lalitpur",72.91,19.12,190.0
373,Dealer,0,0,3,BHK,935.08,1,1,"Tollygunge,Kolkata",88.35,22.5,35.0
374,Dealer,0,0,1,BHK,550.02,1,1,"Sector-23 Juinagar,Mumbai",73.02,19.05,53.0
375,Dealer,1,1,2,BHK,1094.89,0,1,"Sector-88 Mohali,Mohali",76.69,30.68,51.0
376,Dealer,0,1,2,BHK,1150.01,1,1,"Keshav Nagar,Pune",75.71,27.17,78.5
377,Owner,0,0,2,BHK,936.13,1,1,"Ramanathapuram,Coimbatore",77.0,11.0,45.0
378,Dealer,0,1,2,BHK,1150.03,1,1,"Wakad,Pune",73.76,18.6,76.5
379,Owner,1,0,2,BHK,1173.02,0,1,"Telephone Nagar,Chennai",77.48,10.04,84.0
380,Dealer,0,0,2,BHK,950.16,1,1,"Sector-51 Noida,Noida",77.4,28.54,49.0
381,Owner,0,0,2,BHK,1045.12,1,1,"Suddaguntepalya,C V Raman Nagar,Bangalore",77.66,12.99,63.0
382,Dealer,0,0,3,BHK,1969.67,1,1,"Hinjewadi Phase 1,Pune",73.74,18.59,100.0
383,Dealer,0,0,2,BHK,930.07,1,1,"Mhasoba Nagar,Pune",74.47,20.04,52.0
384,Dealer,0,0,2,BHK,1071.08,1,1,"Dombivli (East),Lalitpur",73.08,19.22,55.0
385,Dealer,1,1,3,BHK,1400.21,0,1,"Sector-66b Mohali,Mohali",76.76,30.65,67.0
386,Dealer,0,0,2,BHK,1176.47,1,0,"Mahesh Nagar,Mumbai",75.87,30.39,200.0
387,Dealer,0,0,4,BHK,1925.93,1,1,"Sector-49 Chandigarh,Chandigarh",76.75,30.69,130.0
388,Owner,0,0,2,BHK,1053.0,1,1,"G-303, Mahalaxmi 2, Pethapur Crossing, Gandhinagar,Gandhinagar",72.63,23.2,30.0
389,Owner,0,0,2,BHK,1051.16,1,1,"Lake City,Bangalore",77.6,12.97,45.0
390,Dealer,1,1,2,BHK,988.54,0,1,"Bavdhan,Pune",73.78,18.51,66.4
391,Dealer,0,0,2,BHK,1300.03,1,1,"Selvapuram,Coimbatore",76.97,11.0,38.0
392,Dealer,1,1,2,BHK,850.0,0,1,"Balkum,Lalitpur",78.42,24.69,150.0
393,Owner,0,0,2,BHK,948.62,1,1,"NH-24 Highway,Ghaziabad",77.42,28.67,31.2
394,Owner,0,0,3,BHK,1760.2,1,1,"Kakkanad,Kochi",76.27,9.93,85.0
395,Owner,0,0,2,BHK,850.13,1,1,"Alwar Bhiwadi Road,Bhiwadi",76.87,28.21,27.0
396,Dealer,0,1,1,BHK,654.96,1,1,"Sector 19 Ulwe,Mumbai",73.08,19.05,50.0
397,Dealer,0,0,2,BHK,1050.02,1,1,"Dahisar (East),Lalitpur",72.87,19.26,110.0
398,Owner,0,0,3,BHK,1267.06,1,1,"Opposite Civil Hospital,Roorkee",75.57,31.33,65.0
399,Dealer,0,0,3,BHK,1150.09,1,1,"Shyam Nagar,Jaipur",75.74,26.81,40.0
400,Dealer,1,1,3,BHK,844.84,0,1,"Sector 86 Faridabad,Faridabad",77.34,28.41,26.3
401,Dealer,0,1,2,BHK,1075.27,1,1,"Sector 34 Kamothe,Lalitpur",77.36,28.58,100.0
402,Dealer,0,0,2,BHK,1016.19,1,1,"Chembur (East),Lalitpur",72.9,19.06,150.0
403,Dealer,1,1,3,BHK,900.38,0,0,"Goregaon (East),Lalitpur",72.87,19.16,170.0
404,Dealer,0,1,3,BHK,2058.11,1,1,"Sector-107 Noida,Noida",77.38,28.55,170.0
405,Dealer,0,0,2,BHK,950.12,1,1,"Ayyanthole,Thrissur",76.19,10.53,36.0
406,Owner,0,0,3,BHK,2015.98,1,1,"Rajaji Nagar,Bangalore",77.55,12.98,280.0
407,Owner,0,0,2,BHK,749.4,1,1,"Amroli,Surat",72.86,21.24,12.5
408,Dealer,0,1,2,BHK,1303.71,1,1,"Andheri (East),Lalitpur",72.87,19.11,230.0
409,Dealer,0,1,2,BHK,936.02,1,1,"Kolshet Road,Lalitpur",78.42,24.69,97.0
410,Dealer,0,0,2,BHK,1100.38,1,1,"Jagatpura,Jaipur",75.84,26.83,20.5
411,Dealer,0,0,2,BHK,704.01,1,1,"Karayanchavadi,Chennai",80.11,13.05,31.8
412,Dealer,0,0,3,BHK,2000.0,1,1,"Thevara,Kochi",76.3,9.94,130.0
413,Dealer,1,1,3,BHK,1678.66,0,1,"Sector - 22 Dharuhera,Dharuhera",77.35,28.6,63.0
414,Dealer,0,1,1,BHK,411.17,1,0,"New Panvel,Mumbai",73.15,18.97,48.9
415,Owner,0,1,2,BHK,950.03,1,1,"Sector-75 Noida,Noida",77.38,28.58,50.0
416,Owner,0,0,1,BHK,630.25,1,1,"Rudreshawar Chowk,Latur",76.58,18.4,13.5
417,Dealer,0,0,3,BHK,1823.15,1,1,"Dobarwadi,Pune",73.85,18.52,160.0
418,Owner,0,0,3,BHK,2250.69,1,1,"Dera Bassi,Chandigarh",76.85,30.59,65.0
419,Owner,0,0,3,BHK,1399.94,1,1,"band garden road,Pune",73.88,18.53,190.0
420,Owner,0,0,3,BHK,1635.06,1,1,"Sinthan Nagar,Bangalore",77.6,12.97,100.0
421,Dealer,0,1,3,BHK,1896.88,1,1,"Sector-79 Gurgaon,Gurgaon",76.98,28.36,110.0
422,Dealer,0,1,3,BHK,1600.0,1,1,"Bhandup (West),Mumbai",72.93,19.15,250.0
423,Dealer,0,0,3,BHK,1447.05,1,1,"New Alipore,Kolkata",88.33,22.53,85.0
424,Owner,0,0,3,BHK,1640.11,1,1,"Gulimangala,Bangalore",77.69,12.85,70.0
425,Dealer,1,1,2,BHK,1110.05,0,1,"Taloja,Lalitpur",78.42,24.69,70.0
426,Owner,0,1,1,BHK,410.05,1,1,"Sushant Golf City,Lucknow",81.01,26.78,16.0
427,Dealer,0,0,3,BHK,1512.4,1,1,"Tulaja Bhawani Nagar,Pune",73.79,20.03,100.0
428,Dealer,0,0,2,BHK,912.06,1,1,"Sector 8 Airoli,Mumbai",72.82,19.22,120.0
429,Dealer,0,0,2,BHK,795.1,1,1,"Shree Ananth Nagar Layout,Bangalore",79.06,21.19,25.3
430,Builder,1,1,1,BHK,443.56,0,0,"Pisoli,Maharashtra",73.91,18.44,29.0
431,Dealer,0,0,3,BHK,1350.12,1,1,"Ananth Nagar,Bangalore",77.6,12.97,44.5
432,Owner,0,0,3,BHK,1897.28,1,1,"Akshayanagara East,Bangalore",77.6,12.97,99.0
433,Dealer,0,0,1,BHK,705.01,1,1,"Sector 19 Kamothe,Lalitpur",73.08,19.05,57.0
434,Dealer,1,1,3,BHK,1510.99,0,1,"Sarjapur Road,Bangalore",77.79,12.86,110.0
435,Dealer,0,0,2,BHK,643.81,1,1,"Thane West,Mumbai",72.96,19.18,120.0
436,Owner,1,0,2,BHK,1100.21,0,1,"Omkar Nagar,Nagpur",79.1,20.1,37.0
437,Dealer,0,0,1,BHK,650.07,1,1,"Sector 5 Ulwe,Maharashtra",73.0,19.15,47.0
438,Dealer,1,1,1,BHK,502.63,0,0,"New perungalathur,Chennai",80.08,12.92,19.1
439,Dealer,1,0,2,BHK,999.69,0,1,"Dombivli (East),Lalitpur",73.08,19.22,64.4
440,Dealer,1,1,1,BHK,628.93,0,0,"Yelahanka,Bangalore",77.6,13.11,37.0
441,Owner,0,0,3,BHK,1050.23,1,1,"Gopalpur,Durgapur",87.4,23.51,23.0
442,Dealer,0,0,2,BHK,1225.19,1,1,"Kaspate Vasti,Pune",73.85,18.52,79.0
443,Dealer,0,0,3,BHK,1473.01,1,1,"Nager Bazar,Kolkata",88.34,22.54,66.3
444,Owner,0,0,2,BHK,1250.0,1,1,"Umbergaon,Valsad",72.77,20.17,24.0
445,Owner,0,0,3,BHK,1614.8,1,1,"Ladyhill,Mangalore",74.83,12.89,55.0
446,Owner,0,0,1,BHK,533.02,1,1,"Paruthipet,Chennai",80.27,13.09,23.0
447,Dealer,0,0,2,BHK,772.41,1,1,"Benachity,Durgapur",87.27,23.55,22.4
448,Owner,0,0,2,BHK,900.12,1,1,"Ganeshpeth Colony,Nagpur",79.08,21.15,31.0
449,Dealer,0,0,1,BHK,674.97,1,1,"Mira Road East,Lalitpur",72.87,19.28,45.0
450,Dealer,0,0,3,BHK,1773.05,1,1,"Ahinsa Khand 1,Ghaziabad",76.9,28.92,120.0
451,Owner,0,0,3,BHK,1200.0,1,1,"Chitrakoot,Jaipur",75.87,26.92,45.0
452,Dealer,0,1,3,BHK,2015.5,1,1,"Sushant Golf City,Lucknow",81.01,26.78,78.0
453,Owner,0,0,2,BHK,1075.06,1,1,"Sector-74 Noida,Noida",77.39,28.58,55.0
454,Dealer,1,0,3,BHK,1190.32,0,1,"Bankim Nagar,Siliguri",88.45,26.74,36.9
455,Dealer,0,0,3,BHK,1220.89,1,1,"Garia,Kolkata",88.47,22.4,65.0
456,Dealer,0,0,2,BHK,1199.94,1,1,"Mdc Sector-4,Panchkula",76.86,30.69,86.0
457,Dealer,0,0,3,BHK,1700.15,1,1,"Sector-25 Noida,Noida",77.34,28.58,110.0
458,Owner,0,0,2,BHK,875.16,1,1,"laxmipet,Solapur",75.92,17.68,34.0
459,Dealer,0,0,3,BHK,1518.15,1,1,"Kanakpura Road,Bangalore",77.57,12.9,92.0
460,Dealer,0,0,1,BHK,739.98,1,1,"Baner,Pune",73.78,18.56,65.0
461,Dealer,1,1,1,BHK,389.56,0,0,"Goregaon (West),Mumbai",72.84,19.16,87.9
462,Owner,0,0,2,BHK,1350.15,1,1,"Thrikkakara,Kochi",76.27,9.93,61.0
463,Dealer,1,1,3,BHK,1679.97,0,1,"Sector-150 Noida,Noida",77.48,28.43,120.0
464,Dealer,0,1,2,BHK,1044.05,1,1,"Mulund (West),Mumbai",72.95,19.18,160.0
465,Dealer,1,0,3,BHK,1350.02,0,1,"Friends Colony,Nagpur",79.65,21.18,55.0
466,Dealer,0,0,3,BHK,1954.69,1,1,"Vaibhav Khand,Ghaziabad",76.9,28.92,88.0
467,Dealer,0,0,2,BHK,1500.0,1,1,"Nizampura,Vadodara",73.18,22.33,48.0
468,Dealer,0,0,2,BHK,1192.31,1,1,"Shastri Nagar,Bhubaneswar",73.0,26.27,62.0
469,Owner,0,0,3,BHK,1000.0,1,1,"Lalghati,Bhopal",77.37,23.28,40.0
470,Dealer,0,1,3,BHK,1556.25,1,0,"Bhayli,Vadodara",73.13,22.29,35.0
471,Dealer,1,1,2,BHK,514.97,0,0,"Kalina,Lalitpur",78.42,24.69,130.0
472,Dealer,0,1,2,BHK,1072.19,1,1,"Bhopura,Ghaziabad",77.34,28.7,30.0
473,Dealer,0,1,3,BHK,1626.9,1,1,"Manpada,Lalitpur",78.42,24.69,180.0
474,Owner,0,0,2,BHK,700.16,1,1,"Borsi,Durg",81.31,21.16,17.0
475,Dealer,0,0,3,BHK,1336.18,1,1,"Korattur,Chennai",80.19,13.11,78.1
476,Owner,0,0,1,BHK,535.0,1,1,"Bibwewadi Kondhwa Road,Pune",73.88,18.48,47.0
477,Dealer,0,1,2,BHK,882.05,1,1,"Dahisar (East),Mumbai",72.87,19.26,78.0
478,Dealer,0,1,2,BHK,650.04,1,1,"Ravet,Pune",73.74,18.65,49.0
479,Dealer,1,1,3,BHK,1370.08,0,1,"Sarjapur Road,Bangalore",77.79,12.86,87.0
480,Dealer,0,0,3,BHK,1930.24,1,1,"8th Phase JP Nagar,Bangalore",77.58,12.91,140.0
481,Dealer,1,0,2,BHK,730.83,0,0,"Chembur,Lalitpur",72.9,19.06,190.0
482,Dealer,1,1,3,BHK,1000.0,0,1,"Majiwada,Maharashtra",72.99,19.22,94.0
483,Owner,0,0,2,BHK,650.1,1,1,"Wakhari,Pune",74.35,18.44,17.0
484,Dealer,0,0,3,BHK,2258.51,1,1,"Hadapsar,Pune",73.94,18.5,130.0
485,Dealer,0,0,3,BHK,2026.93,1,1,"Mathura Road,Faridabad",77.3,28.42,140.0
486,Dealer,1,0,1,BHK,414.76,0,1,"Bander Pakhadi,Lalitpur",78.42,24.69,87.1
487,Owner,0,0,3,BHK,1495.36,1,1,"Sector 10,Sonipat",77.06,28.99,43.5
488,Dealer,0,0,2,BHK,800.0,1,1,"Kalwar Road,Jaipur",75.58,26.99,13.0
489,Dealer,0,0,3,BHK,1821.13,1,1,"New Town,Kolkata",88.48,22.59,90.0
490,Dealer,0,0,2,BHK,940.81,1,1,"Sector-27 Nerul,Mumbai",77.33,28.57,120.0
491,Owner,0,0,2,BHK,1250.0,1,1,"Ahinsa Khand 2,Ghaziabad",76.9,28.92,52.0
492,Owner,1,0,2,BHK,1209.82,0,1,"Swapna Theater,Vijayawada",80.65,16.5,35.0
493,Dealer,0,0,1,BHK,550.02,1,1,"Bhagirathi Nagar,Mumbai",76.76,18.13,32.0
494,Dealer,0,0,2,BHK,1150.0,1,1,"Ajwa Road,Vadodara",73.2,22.3,23.0
495,Dealer,0,0,2,BHK,1225.2,1,1,"Kaggadasapura,Bangalore",77.67,12.98,45.7
496,Dealer,1,0,1,BHK,409.0,0,1,"Pokharan Road,Mumbai",72.83,18.97,70.0
497,Dealer,1,1,1,BHK,498.89,0,1,"Ghodbunder Road,Lalitpur",78.42,24.69,69.5
498,Owner,0,0,1,BHK,666.01,1,1,"Dindoli,Surat",72.86,21.14,13.5
499,Dealer,0,0,2,BHK,1110.05,1,1,"Kharghar,Lalitpur",78.42,24.69,81.0
500,Owner,0,0,1,BHK,950.32,1,1,"Bhestan,Surat",72.86,21.13,22.0
501,Owner,0,0,2,BHK,1349.33,1,1,"Zirakpur,Mohali",76.82,30.65,45.0
502,Dealer,1,1,2,BHK,530.24,0,0,"Tathawade,Pune",73.74,18.62,55.5
503,Owner,0,0,2,BHK,1200.27,1,1,"Udhana,Surat",72.84,21.17,35.0
504,Dealer,1,1,3,BHK,1599.68,0,1,"Mulund (West),Mumbai",72.95,19.18,240.0
505,Dealer,0,0,2,BHK,1163.64,1,1,"Marol,Mumbai",83.76,22.8,160.0
506,Dealer,0,0,3,BHK,2241.01,1,1,"Topsia,Kolkata",88.39,22.54,220.0
507,Owner,0,1,2,BHK,942.0,1,1,"Mysore Road,Bangalore",77.6,12.97,51.0
508,Builder,1,1,1,BHK,301.92,0,0,"Taloja,Mumbai",73.1,19.08,26.3
509,Dealer,0,0,2,BHK,900.09,1,1,"Shakti Khand 2,Ghaziabad",76.9,28.92,40.0
510,Dealer,0,0,2,BHK,852.98,1,1,"Dahisar (East),Mumbai",72.87,19.26,110.0
511,Dealer,0,0,3,BHK,2106.9,1,1,"Ahinsa Khand 1,Ghaziabad",76.9,28.92,190.0
512,Dealer,0,0,2,BHK,1600.13,1,1,"Akshaya Nagar,Bangalore",77.6,12.97,95.0
513,Dealer,0,0,3,BHK,1326.96,1,1,"Chuchangatta Colony,Bangalore",77.6,12.97,75.0
514,Dealer,0,1,3,BHK,1505.01,1,1,"Sarjapur Road,Bangalore",77.79,12.86,97.6
515,Dealer,0,1,2,BHK,1296.11,1,1,"Thanisandra,Bangalore",77.62,13.06,78.0
516,Dealer,0,0,1,BHK,661.96,1,1,"Ghansoli,Maharashtra",73.0,19.13,76.0
517,Dealer,0,0,3,BHK,2070.02,1,1,"Khar West,Mumbai",72.83,19.07,690.0
518,Dealer,0,0,2,BHK,1299.89,1,1,"Wanowrie,Pune",73.85,18.52,85.0
519,Owner,0,1,3,BHK,1300.13,1,1,"Noida Extension,Noida",77.43,28.58,49.6
520,Dealer,0,0,2,BHK,1165.14,1,1,"Whitefield,Bangalore",77.76,13.0,75.0
521,Dealer,0,1,2,BHK,1135.24,1,1,"Bileshivale,Bangalore",77.67,13.05,46.0
522,Dealer,0,0,3,BHK,1645.14,1,1,"Adityapur,Jamshedpur",86.15,22.78,53.5
523,Dealer,0,0,4,BHK,2141.47,1,1,"Sector 77 Faridabad,Faridabad",77.37,28.37,66.0
524,Dealer,1,1,3,BHK,1777.98,0,0,"Sector-22 Gurgaon,Gurgaon",77.07,28.51,160.0
